FunID1,FunID2
3024986,3024993
4623012,8793826
4623012,18623183
4623012,18269745
4623012,7760801
4623012,12678589
4623012,21870537
4623012,4623013
4623012,11548511
831650,4623012
4623012,17456566
3768629,4623012
4623012,19142737
4623012,6814855
4623012,19584878
4623012,13028547
4623012,11319480
4623012,16466520
4623012,16388708
4623012,16224018
4623012,14183084
367771,4623012
2711645,4623012
4623012,12172485
4623012,14317426
1458629,4623012
4623012,15571542
250596,4623012
4623012,10287987
4623012,6244937
4623012,6061403
1421558,4623012
4623012,13902981
4623012,8612648
4623012,22246375
4623012,13783899
4623012,7132186
4623012,9693857
4623012,18731110
1966263,4623012
4623012,8778962
411631,4623012
4623012,19912848
4623012,21488869
2532322,4623012
4623012,16351776
4518934,4623012
948487,4623012
4623012,8625347
4471001,4623012
4623012,22993368
4623012,9088423
3613198,20544327
8625346,8793826
367770,8793826
8793826,14317425
8793826,18269744
2461168,8793826
8793825,8793826
8793826,16351775
7760800,8793826
8793826,16224017
8793826,13783898
8793826,19584877
2711644,8793826
8778961,8793826
8793826,12172484
8793826,15571541
1458628,8793826
411630,8793826
3768628,8793826
831649,8793826
6814854,8793826
8793826,18623182
1421557,8793826
8793826,14183083
8793826,16466519
8793826,22246374
250595,8793826
7132185,8793826
8793826,9693856
948486,8793826
1966262,8793826
8793826,10287986
8793826,18731109
8793826,19142736
6244936,8793826
8793826,13028546
2532321,8793826
8793826,11319479
8793826,16388707
8793826,13902980
8612647,8793826
4518933,8793826
8793826,12678588
8793826,21870536
8793826,11548510
4471000,8793826
8793826,17456565
8793826,19912847
8793826,9088422
8793826,12614305
8793826,22993367
8793826,21488868
6061402,8793826
8625346,18623183
367770,18623183
14317425,18623183
18269744,18623183
2461168,18623183
8793825,18623183
16351775,18623183
7760800,18623183
16224017,18623183
13783898,18623183
18623183,19584877
2711644,18623183
8778961,18623183
12172484,18623183
15571541,18623183
1458628,18623183
411630,18623183
3768628,18623183
831649,18623183
6814854,18623183
18623182,18623183
1421557,18623183
14183083,18623183
16466519,18623183
18623183,22246374
250595,18623183
7132185,18623183
9693856,18623183
948486,18623183
1966262,18623183
10287986,18623183
18623183,18731109
18623183,19142736
6244936,18623183
13028546,18623183
2532321,18623183
11319479,18623183
16388707,18623183
13902980,18623183
8612647,18623183
4518933,18623183
12678588,18623183
18623183,21870536
11548510,18623183
4471000,18623183
17456565,18623183
18623183,19912847
9088422,18623183
12614305,18623183
18623183,22993367
18623183,21488868
6061402,18623183
2825450,6031248
6031248,16324741
6031248,6188784
6031248,9325670
6031248,6980854
6031248,23613195
1424647,6031248
8625346,18269745
7760801,8625346
8625346,12678589
8625346,21870537
4623013,8625346
8625346,11548511
831650,8625346
8625346,17456566
3768629,8625346
8625346,19142737
6814855,8625346
8625346,19584878
8625346,13028547
8625346,11319480
8625346,16466520
8625346,16388708
8625346,16224018
8625346,14183084
367771,8625346
2711645,8625346
8625346,12172485
8625346,14317426
1458629,8625346
8625346,15571542
250596,8625346
8625346,10287987
6244937,8625346
6061403,8625346
1421558,8625346
8625346,13902981
8612648,8625346
8625346,22246375
8625346,13783899
7132186,8625346
8625346,9693857
8625346,18731110
1966263,8625346
8625346,8778962
411631,8625346
8625346,19912848
8625346,21488869
2532322,8625346
8625346,16351776
4518934,8625346
948487,8625346
8625346,8625347
4471001,8625346
8625346,22993368
8625346,9088423
2362445,20544327
7911686,15768167
20544327,20654105
1490117,18613870
1490117,15034107
1490117,21308543
1490117,18457132
3577507,23130941
367770,18269745
367770,7760801
367770,12678589
367770,21870537
367770,4623013
367770,11548511
367770,831650
367770,17456566
367770,3768629
367770,19142737
367770,6814855
367770,19584878
367770,13028547
367770,11319480
367770,16466520
367770,16388708
367770,16224018
367770,14183084
367770,367771
367770,2711645
367770,12172485
367770,14317426
367770,1458629
367770,15571542
250596,367770
367770,10287987
367770,6244937
367770,6061403
367770,1421558
367770,13902981
367770,8612648
367770,22246375
367770,13783899
367770,7132186
367770,9693857
367770,18731110
367770,1966263
367770,8778962
367770,411631
