FunID1,FunID2
308643,727183
308643,587124
308643,481939
210006,308643
308643,942693
308643,460892
282431,308643
308643,628819
308643,861011
308643,340064
308643,892621
308643,812803
7667,308643
308643,523070
308643,945607
308643,645756
112491,308643
308643,333433
308643,320979
308643,800221
308643,888827
189777,308643
268806,308643
308643,653371
308643,555513
308643,860578
308643,778678
274159,308643
119263,308643
661,308643
308643,679959
308643,775729
308643,823074
131811,308643
308643,492619
181591,308643
308643,310580
308643,621591
204078,308643
100791,308643
235245,308643
81287,308643
308643,764085
308643,643933
308643,689011
308643,952242
308643,482330
308643,709767
308643,473797
62362,308643
308643,569269
308643,364438
308643,736738
238176,308643
308643,480017
308643,608747
9563,308643
308643,680174
257201,308643
308643,601526
308643,941896
308643,820872
308643,859157
146579,308643
308643,935017
308643,310182
280040,308643
308643,604392
308643,420619
308643,922476
308643,838844
308643,778641
308643,441377
137600,308643
308643,649639
308643,737699
120730,308643
91017,308643
308643,704314
149935,308643
38361,308643
308643,682785
308643,849586
308643,433062
308643,413237
120707,308643
308643,543096
272355,308643
308643,615902
253661,308643
47756,308643
308643,520600
161760,308643
308643,431827
308643,756962
308643,765103
308643,536114
145197,308643
44823,308643
308643,860848
276152,322658
322658,372172
322658,494226
587124,727183
481939,727183
210006,727183
727183,942693
460892,727183
282431,727183
628819,727183
727183,861011
340064,727183
727183,892621
727183,812803
7667,727183
523070,727183
727183,945607
645756,727183
112491,727183
333433,727183
320979,727183
727183,800221
727183,888827
189777,727183
268806,727183
653371,727183
555513,727183
727183,860578
727183,778678
274159,727183
119263,727183
661,727183
679959,727183
727183,775729
727183,823074
131811,727183
492619,727183
181591,727183
310580,727183
621591,727183
204078,727183
100791,727183
235245,727183
81287,727183
727183,764085
643933,727183
689011,727183
727183,952242
482330,727183
709767,727183
473797,727183
62362,727183
569269,727183
364438,727183
727183,736738
238176,727183
480017,727183
608747,727183
9563,727183
680174,727183
257201,727183
601526,727183
727183,941896
727183,820872
727183,859157
146579,727183
727183,935017
310182,727183
280040,727183
604392,727183
420619,727183
727183,922476
727183,838844
727183,778641
441377,727183
137600,727183
649639,727183
727183,737699
120730,727183
91017,727183
704314,727183
149935,727183
38361,727183
682785,727183
727183,849586
433062,727183
413237,727183
120707,727183
543096,727183
272355,727183
615902,727183
253661,727183
47756,727183
520600,727183
161760,727183
431827,727183
727183,756962
727183,765103
536114,727183
145197,727183
44823,727183
727183,860848
4623012,8625346
367770,4623012
4623012,14317425
4623012,18269744
2461168,4623012
4623012,8793825
4623012,16351775
4623012,7760800
4623012,16224017
4623012,13783898
4623012,19584877
2711644,4623012
4623012,8778961
4623012,12172484
4623012,15571541
1458628,4623012
411630,4623012
3768628,4623012
831649,4623012
4623012,6814854
4623012,18623182
1421557,4623012
4623012,14183083
4623012,16466519
4623012,22246374
250595,4623012
4623012,7132185
4623012,9693856
948486,4623012
1966262,4623012
4623012,10287986
4623012,18731109
4623012,19142736
4623012,6244936
4623012,13028546
2532321,4623012
4623012,11319479
4623012,16388707
4623012,13902980
4623012,8612647
4518933,4623012
4623012,12678588
4623012,21870536
4623012,11548510
4471000,4623012
4623012,17456565
4623012,19912847
4623012,9088422
4623012,12614305
4623012,22993367
4623012,21488868
4623012,6061402
2362445,3613198
3613198,20654105
3613198,15461843
3613198,12232011
3239010,3613198
3613198,23390255
3613198,20806023
3613198,7237618
3613198,13121131
3613198,20310134
3613198,17984312
3613198,6319887
3613198,14876163
3613198,15831694
3613198,21285620
978946,3613198
3613198,11066056
3613198,12728035
3613198,21457925
3613198,13396233
16458722,17467778
8805649,17467778
9604063,17467778
4193496,17467778
5102753,17467778
983037,17467778
3978711,17467778
7019245,17467778
8793826,18623183
8793826,18269745
7760801,8793826
8793826,12678589
8793826,21870537
4623013,8793826
8793826,11548511
831650,8793826
8793826,17456566
3768629,8793826
8793826,19142737
6814855,8793826
8793826,19584878
8793826,13028547
8793826,11319480
8793826,16466520
8793826,16388708
8793826,16224018
8793826,14183084
367771,8793826
2711645,8793826
8793826,12172485
8793826,14317426
1458629,8793826
8793826,15571542
250596,8793826
