0,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1095972.java
1,2,17,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16110179.java
2,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/4974676.java
3,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/2883824.java
4,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11293991.java
5,2,81,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/3477676.java
6,2,22,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/23056152.java
7,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/6992025.java
8,2,22,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/23257912.java
9,2,34,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/21408408.java
10,2,22,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7840236.java
11,2,53,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14865742.java
12,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20404750.java
13,2,22,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/941431.java
14,2,12,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7894087.java
15,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/3647667.java
16,2,29,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16187558.java
17,2,16,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/338218.java
18,2,18,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20953665.java
19,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/576772.java
20,3,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/21930739.java
21,2,27,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/17191954.java
22,2,26,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/19424083.java
23,2,119,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/23370708.java
24,2,41,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/3958323.java
25,2,28,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1458628.java
26,3,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/9524433.java
27,2,25,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1605774.java
28,2,27,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14838061.java
29,2,17,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/18775928.java
30,2,31,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/23370570.java
31,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13448454.java
32,2,31,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/5011807.java
33,2,85,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/15781669.java
34,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1341377.java
35,2,11,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/6581696.java
36,3,27,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20699207.java
37,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/15831694.java
38,2,24,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/5817003.java
39,2,21,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/9141384.java
40,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14975465.java
41,2,18,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/15609432.java
42,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/17405374.java
43,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14804315.java
44,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/17477951.java
45,2,36,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11086777.java
46,2,42,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/9531488.java
47,4,43,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/17955354.java
48,2,33,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/18733557.java
49,2,24,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22752444.java
50,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/15854363.java
51,2,67,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/166996.java
52,3,28,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/8211115.java
53,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/15279053.java
54,2,21,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7930912.java
55,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7817772.java
56,3,14,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/8786313.java
57,2,14,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/17927695.java
58,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/2134010.java
59,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12186833.java
60,2,61,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/8952262.java
61,3,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12897146.java
62,2,30,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7766630.java
63,3,22,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7483380.java
64,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/3875085.java
65,2,11,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11403723.java
66,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12274679.java
67,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/23402240.java
68,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/18468874.java
69,2,87,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1586662.java
70,2,42,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/21958955.java
71,2,17,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7000892.java
72,2,30,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20239269.java
73,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/10158467.java
74,2,14,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/9801258.java
75,2,25,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/15385608.java
76,2,18,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14218828.java
77,2,46,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13119134.java
78,2,19,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/4551517.java
79,2,29,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/6614297.java
80,2,17,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/6783699.java
81,2,101,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/4450675.java
82,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11334496.java
83,2,22,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/5162897.java
84,2,25,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1433581.java
85,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7781977.java
86,2,15,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/19573679.java
87,2,14,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13784945.java
88,2,29,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16050015.java
89,2,14,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/9100840.java
90,2,12,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1464536.java
91,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/18459534.java
92,2,12,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7743888.java
93,3,8,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7544217.java
94,2,25,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/10039446.java
95,2,8,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/21914511.java
96,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12633686.java
97,2,11,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/2468735.java
98,2,20,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7775607.java
99,2,25,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20519147.java
100,3,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/10176678.java
101,2,27,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/6746879.java
102,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/15207789.java
103,2,18,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/172683.java
104,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16899731.java
105,2,12,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/888044.java
106,2,11,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20935991.java
107,2,20,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/8018888.java
108,2,21,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/18978654.java
109,2,16,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/665979.java
110,2,24,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/8027868.java
111,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13585961.java
112,2,12,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7151007.java
113,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/5433737.java
114,2,17,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/19203250.java
115,3,8,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/10556012.java
116,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/6788417.java
117,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7043183.java
118,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/23616075.java
119,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12612319.java
120,2,40,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11422574.java
121,2,41,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/5743159.java
122,2,18,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/9599768.java
123,2,45,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/6418186.java
124,2,16,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7440686.java
125,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13113006.java
126,2,18,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7693705.java
127,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12164046.java
128,2,87,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12260868.java
129,2,11,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22643538.java
130,2,36,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/564973.java
131,3,18,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12227442.java
132,2,34,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13759533.java
133,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16076445.java
134,2,17,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13567599.java
135,2,15,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/18757145.java
136,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14056877.java
137,2,15,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20684676.java
138,2,16,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22010287.java
139,2,16,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/15873054.java
140,3,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20047082.java
141,3,12,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11346098.java
142,2,129,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/10934628.java
143,3,14,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/23573136.java
144,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1015704.java
145,2,52,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13228512.java
146,2,18,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/5572010.java
147,2,49,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20553375.java
148,2,44,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14796002.java
149,2,8,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/147747.java
150,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/17341507.java
151,2,32,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/17887418.java
152,2,52,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/3523624.java
153,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16786460.java
154,14,24,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/21756416.java
155,2,28,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/8612647.java
156,2,16,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11069714.java
157,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11795015.java
158,2,19,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/18397550.java
159,2,31,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/5977092.java
160,3,28,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/208618.java
161,2,21,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/4249821.java
162,2,24,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/10544324.java
163,3,47,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/3680629.java
164,2,26,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22157313.java
165,2,9,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/9505992.java
166,3,61,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22647685.java
167,2,14,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/19245555.java
168,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/754935.java
169,2,24,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11153768.java
170,2,26,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/6442594.java
171,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/18074861.java
172,2,14,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22422244.java
173,2,32,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/8446069.java
174,2,7,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/982287.java
175,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16298029.java
176,2,16,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13434825.java
177,2,26,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/11238651.java
178,2,22,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16333998.java
179,2,13,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/7707721.java
180,2,11,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/2313679.java
181,2,22,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/5925890.java
182,2,38,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/20472610.java
183,2,25,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14415026.java
184,2,38,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1138279.java
185,2,49,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/789162.java
186,3,50,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16329478.java
187,2,37,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13812091.java
188,3,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22247234.java
189,2,23,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14576.java
190,2,10,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16754134.java
191,3,12,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/1133123.java
192,2,28,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/12197169.java
193,3,44,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/13354396.java
194,3,41,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/14881596.java
195,2,27,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22037974.java
196,3,25,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/3458149.java
197,2,11,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/22846080.java
198,2,55,/ssd/zww/BigClone/dataset/astnnData/astnnFunctionNormal/16903430.java
