5,23472
9,5315
11,1793
11,10217
11,13938
11,20756
12,1066
12,1364
12,1714
12,1765
12,1943
12,2561
12,6791
12,10507
12,10755
12,11121
12,13969
12,16264
12,16592
12,17273
12,17974
12,18546
12,19121
12,19229
12,23764
17,571
17,2459
17,2758
17,3758
17,4639
17,6058
17,6259
17,7150
17,8273
17,9309
17,10068
17,10151
17,12458
17,13208
17,13649
17,13781
17,14941
17,17152
17,17766
17,18303
17,19768
17,20136
17,20181
17,20870
17,21589
17,21699
17,21927
17,22767
17,22905
17,23196
17,23266
17,23559
17,24245
22,1379
22,1680
22,4059
22,5271
22,5407
22,6136
22,6554
22,8066
22,9732
22,11431
22,12189
22,13482
22,13542
22,13587
22,14773
22,15538
22,17662
22,22650
22,23003
22,23961
24,858
24,2108
24,4307
24,4817
24,4824
24,7125
24,8396
24,9108
24,9447
24,10208
24,10340
24,10656
24,10905
24,11362
24,13643
24,13789
24,16905
24,17096
24,17992
24,18804
24,19921
24,20594
24,20943
24,21436
24,21628
24,22240
24,23463
24,23965
26,12193
28,133
28,464
28,602
28,1350
28,1599
28,2151
28,2650
28,4426
28,4579
28,4832
28,4848
28,4908
28,5381
28,6686
28,6927
28,7725
28,8011
28,9059
28,9102
28,10290
28,11231
28,12618
28,13725
28,13757
28,14041
28,14868
28,15273
28,15738
28,16156
28,16184
28,16277
28,16622
28,16894
28,17190
28,18009
28,18642
28,18750
28,19117
28,19297
28,20084
28,20576
28,20582
28,21030
28,22164
28,22936
28,23128
28,23707
29,667
29,782
29,9369
29,14964
29,15224
29,22874
34,9113
37,1993
37,4949
37,6721
37,9690
37,14302
37,17136
37,19934
37,20397
42,22768
43,4760
45,10244
46,1993
48,1802
48,3329
48,13797
48,20150
50,24055
51,3770
51,3810
51,5256
51,5546
51,10045
51,13051
51,13880
51,13949
51,14667
51,14974
51,16032
51,16770
51,17795
51,17984
51,18074
51,22364
51,23273
51,24107
57,23689
58,8469
58,14545
58,15345
58,15519
58,17247
58,18184
65,3393
65,9879
65,9883
65,22542
69,339
69,1200
69,1237
69,2171
69,2336
69,2495
69,2945
69,4532
69,5549
69,5564
69,6278
69,7809
69,7875
69,9103
69,9825
69,12082
69,12679
69,12890
69,13719
69,16108
69,16648
69,19386
69,19495
69,19675
69,19727
69,19974
69,21514
69,21592
69,22300
69,23099
69,23380
70,449
70,9236
70,10621
70,11677
70,19111
70,20820
70,24302
71,5330
71,7617
73,5589
73,10849
73,11660
74,15842
79,17445
79,18646
82,398
82,488
82,1941
82,2374
82,2516
82,6082
82,10280
82,10513
82,16044
82,16054
82,16290
82,18297
82,20484
82,20800
82,22456
85,12955
85,15946
87,14336
87,16626
93,9069
96,19007
97,2985
97,23412
99,1877
99,3858
99,4118
99,5322
99,5880
99,5940
99,6537
99,8193
99,9546
99,9747
99,9759
99,9835
99,10364
99,12271
99,12812
99,13400
99,14219
99,15239
99,15757
99,15990
99,16972
99,17046
99,17146
99,17334
99,17903
99,18049
99,18424
99,18506
99,19345
99,19725
99,20012
99,20159
99,20777
99,21466
99,21622
99,21777
99,22194
99,22534
99,22946
99,23001
99,24404
101,3883
101,6701
101,7101
110,82
110,398
110,488
110,1450
110,1941
110,2374
110,2516
110,3412
110,4572
110,5202
110,6082
110,6527
110,10132
110,10280
110,10513
110,12150
110,12521
110,14969
110,16044
110,16054
110,16290
110,18297
110,19090
110,19258
110,20226
110,20484
110,20800
110,22456
110,23759
114,14095
116,17055
117,2541
119,24263
123,6942
124,11910
126,7360
133,2151
133,2496
133,4579
133,4832
133,4908
133,5381
133,7725
133,8011
133,9059
133,9539
133,10290
133,10402
133,14041
133,14920
133,15738
133,16156
133,16184
133,16894
133,18642
133,19117
133,19297
133,22107
133,22764
133,23128
145,1449
145,11252
145,14595
151,23447
152,18098
154,1049
173,24379
174,14569
178,13219
183,2666
183,7414
183,11169
183,11546
183,15573
183,24180
184,931
184,1091
184,5719
184,7311
184,8400
184,8487
184,13230
184,13766
184,14125
184,14593
184,15161
184,15402
184,16003
184,19357
184,19461
184,19599
184,20558
184,21221
184,22682
184,23424
187,265
187,5958
187,7080
187,7913
187,13945
187,14873
187,15703
187,16275
188,11438
188,15111
189,11439
189,15112
198,17895
199,5737
199,11805
206,7264
208,22755
211,24
211,507
211,858
211,1900
211,2108
211,2936
211,3200
211,4307
211,4817
211,4824
211,5894
211,5939
211,6376
211,6665
211,6939
211,7125
211,8396
211,8738
211,9108
211,9447
211,10057
211,10208
211,10336
211,10340
211,10386
211,10656
211,10905
211,11362
211,12736
211,13643
211,13789
211,14053
211,14666
211,15008
211,16295
211,16774
211,16905
211,17096
211,17513
211,17531
211,17549
211,17992
211,18016
211,18804
211,19921
211,20562
211,20594
211,20943
211,21351
211,21436
211,21544
211,21628
211,22240
211,22973
211,23463
211,23965
211,24238
212,9312
212,18993
217,22917
224,4552
224,7572
224,7753
224,15738
224,16760
224,19117
224,19960
224,20593
225,6334
226,14339
238,1163
238,2771
238,4455
238,5506
238,15616
238,16633
238,21322
238,21335
238,23391
238,24190
239,6723
239,12526
239,14329
239,22381
241,18510
243,697
243,1504
243,2777
243,3154
243,3281
243,3897
243,3907
243,4050
243,4149
243,5110
243,5404
243,5495
243,5897
243,6101
243,6149
243,6392
243,6482
243,7004
243,9336
243,10031
243,14314
243,14318
243,14605
243,14797
243,15787
243,16180
243,18444
243,18512
243,19681
243,19713
243,20095
243,20303
243,21343
243,21530
243,21719
243,22032
243,23663
248,10092
248,13333
248,13471
253,2616
253,5033
253,5150
253,5632
253,9040
253,9160
253,10661
253,11461
253,12619
253,13296
253,14701
253,17127
253,17629
253,17859
253,18575
253,18855
253,21482
253,22558
253,22778
253,22853
253,23562
253,23883
259,384
259,945
259,1720
259,3036
259,3904
259,3905
259,6250
259,6284
259,6613
259,7000
259,7284
259,8083
259,8130
259,8422
259,8656
259,9179
259,9217
259,11557
259,11695
259,12128
259,14994
259,15280
259,15557
259,15683
259,16363
259,17963
259,18176
259,18876
259,19769
259,20845
259,22337
259,22841
259,23659
261,19361
264,7422
264,9364
264,14010
264,14912
264,15674
269,287
269,2720
269,5936
269,9682
272,10410
277,9280
277,11517
280,1305
280,2855
280,2999
280,3201
280,6865
280,8537
280,10845
280,12071
280,14635
280,16084
280,18228
280,18604
280,21417
282,387
291,4728
292,2041
292,4673
292,6317
292,7936
292,8339
292,9085
292,10054
292,10368
292,10542
292,10753
292,11685
292,11952
292,12565
292,14230
292,14654
292,14860
292,15774
292,16449
292,19021
292,19374
292,20918
292,22047
292,23392
292,24355
296,14549
307,4235
312,1711
313,790
313,1876
313,2489
313,5079
313,8521
313,8608
313,12721
313,13058
313,20929
313,22062
318,1676
318,3150
318,5909
318,6551
318,10192
318,11370
318,11734
318,13810
318,14839
318,17038
318,22923
318,24248
321,1348
323,28
323,133
323,464
323,602
323,1350
323,1599
323,2151
323,2650
323,4426
323,4579
323,4832
323,4848
323,4908
323,5381
323,6686
323,6927
323,7725
323,8011
323,9059
323,9102
323,11231
323,12570
323,12618
323,13725
323,13757
323,14041
323,14868
323,15273
323,16156
323,16184
323,16277
323,16622
323,16894
323,17190
323,18009
323,18642
323,18750
323,19117
323,19297
323,20084
323,20576
323,20582
323,21030
323,22164
323,22936
323,23128
323,23707
324,11997
324,14331
324,15020
324,18271
324,23294
325,714
326,7087
334,8663
335,11325
335,20177
339,6278
339,7875
339,9103
339,12679
339,19675
339,21592
339,22300
343,4799
343,11002
343,14338
343,16200
343,18145
343,23020
344,1238
344,2015
344,2164
344,5044
344,12717
347,8208
348,17009
354,20951
356,2718
356,3070
356,14360
356,15610
356,17034
356,19141
356,20770
356,21336
356,22951
356,23529
360,18429
362,6709
362,16416
362,23040
377,16272
382,3724
397,7114
397,10914
397,11665
398,2516
398,10280
398,10513
398,18297
398,20484
398,20800
398,22456
399,13329
403,17454
403,20689
407,14292
408,1744
408,2497
408,2899
408,15962
408,22684
412,6025
416,321
416,359
416,1348
416,1582
416,1583
416,1584
416,2335
416,2555
416,3013
416,4164
416,4327
416,4829
416,5011
416,5116
416,5579
416,5989
416,7035
416,7050
416,7288
416,7656
416,7815
416,8012
416,8943
416,9881
416,10577
416,12282
416,12384
416,12498
416,12518
416,12664
416,12740
416,12907
416,14378
416,15103
416,15794
416,16251
416,17794
416,19412
416,20166
416,20246
416,20666
416,20877
416,21315
416,21382
416,22101
416,23358
416,24208
423,110
423,488
423,1301
423,1378
423,1520
423,1629
423,1779
423,1941
423,2374
423,2391
423,2438
423,2440
423,2516
423,2968
423,3237
423,3412
423,3718
423,3844
423,4292
423,4670
423,4859
423,5202
423,6082
423,6527
423,7085
423,7257
423,7502
423,7598
423,8117
423,8627
423,8750
423,8935
423,9324
423,9392
423,10257
423,10280
423,10285
423,10513
423,11023
423,11254
423,11271
423,11409
423,12150
423,12571
423,12670
423,13499
423,13838
423,14113
423,14847
423,14876
423,14878
423,14894
423,14969
423,14988
423,15121
423,15639
423,15810
423,15831
423,16054
423,16390
423,16939
423,17184
423,17327
423,17699
423,17877
423,18297
423,18953
423,19061
423,19193
423,19258
423,19317
423,19950
423,19953
423,20173
423,20484
423,20800
423,21071
423,21193
423,21365
423,21678
423,22230
423,22456
423,23030
423,23450
423,23928
423,23948
423,24179
425,2275
425,10885
425,19029
425,19749
425,22195
431,4110
431,9274
436,9095
439,5110
439,14314
439,20095
441,447
441,973
441,1041
441,1147
441,1322
441,1712
441,1934
441,2078
441,3597
441,3946
441,4903
441,4929
441,5634
441,5832
441,5971
441,6718
441,7016
441,7493
441,7943
441,8431
441,8476
441,8949
441,9008
441,9213
441,9621
441,11764
441,13041
441,14068
441,14195
441,14926
441,15069
441,15143
441,15365
441,15695
441,15742
441,16256
441,17798
441,17869
441,17909
441,18894
441,19083
441,19289
441,19672
441,20892
441,21194
441,22071
444,9930
445,11844
447,973
447,1041
447,1712
447,1934
447,3597
447,4929
447,5832
447,5971
447,6718
447,7493
447,8476
447,8949
447,9008
447,9213
447,9621
447,11764
447,13041
447,14068
447,14195
447,14926
447,15143
447,15365
447,15695
447,15742
447,17798
447,17909
447,18894
447,19289
447,19672
447,20892
447,21194
447,22071
450,1725
450,2433
450,3433
450,6157
450,6982
450,11426
450,13471
450,15925
450,20221
455,4385
455,18544
456,14017
460,4395
460,21902
461,19468
464,7725
464,8011
464,16622
464,19117
464,22764
464,23544
468,17576
470,18596
471,21048
483,2488
483,2546
483,3604
483,7060
483,8188
483,8858
483,11233
483,12077
483,16335
483,17977
483,18262
484,6338
484,7060
484,20426
484,22306
484,23298
485,10789
485,13901
485,14388
485,15841
485,16624
485,19815
485,23758
488,398
488,1450
488,1941
488,2374
488,2516
488,4572
488,6082
488,10280
488,10513
488,16044
488,16054
488,16290
488,18297
488,19090
488,20484
488,20800
488,22456
489,259
489,384
489,945
489,1720
489,3036
489,3904
489,3905
489,6250
489,6284
489,6613
489,6651
489,7000
489,7284
489,8083
489,8130
489,8422
489,8656
489,9179
489,9217
489,9648
489,10662
489,11557
489,11641
489,11695
489,12128
489,12776
489,14994
489,15280
489,15557
489,15683
489,15933
489,16363
489,17584
489,17963
489,18176
489,18876
489,19769
489,20845
489,22337
489,22441
489,22841
489,23271
489,23659
496,18962
496,23787
507,24
507,858
507,1900
507,2108
507,2936
507,3200
507,4307
507,4817
507,4824
507,6665
507,7125
507,8396
507,8738
507,9108
507,9447
507,10057
507,10208
507,10340
507,10386
507,10656
507,10905
507,11362
507,12736
507,13643
507,13789
507,14053
507,14666
507,15008
507,16295
507,16774
507,16905
507,17096
507,17513
507,17531
507,17549
507,17992
507,18016
507,18804
507,19921
507,20594
507,20943
507,21351
507,21436
507,21544
507,21628
507,22240
507,22973
507,23463
507,23965
507,24238
509,17680
509,20490
517,7709
517,9494
517,9755
517,10943
517,12625
517,13526
517,14131
517,15663
517,15873
517,18005
517,19366
517,19370
517,23977
528,10099
528,16589
532,6015
532,7285
532,7488
532,11222
532,13746
532,23433
536,9687
539,7562
541,1269
541,4123
541,7105
541,18236
541,24416
542,12236
544,1366
544,2784
547,1274
547,1420
547,17201
553,3
563,5857
564,96
564,3537
564,9293
564,14206
564,18366
564,18673
564,19007
564,22247
569,1247
569,1301
569,4407
569,8735
569,9945
569,10619
569,19076
569,24402
571,3758
571,6259
571,7150
571,8273
571,9309
571,10068
571,10151
571,13208
571,17766
571,18303
571,20136
571,20181
571,20870
571,21589
571,21699
571,22767
571,22905
571,24245
581,1425
581,2268
581,4956
581,8666
581,8971
581,9650
581,9819
581,10710
581,13571
581,19151
586,593
586,5759
586,8980
586,14150
586,16395
586,17035
586,20445
586,22814
586,23796
593,8980
593,14150
593,16395
593,20445
593,22814
593,23796
602,2294
602,5858
602,8469
602,10544
602,10790
602,11323
602,14545
602,15345
602,19929
602,23707
613,2737
613,10785
622,154
622,1049
628,19558
629,22143
635,7701
637,18225
640,21928
648,586
648,593
648,5759
648,6762
648,8980
648,14150
648,14835
648,16395
648,17035
648,19866
648,20445
648,22814
648,23511
648,23796
649,3866
656,13820
657,24126
660,5194
662,6043
664,2212
664,8195
664,15154
667,782
667,14964
667,22874
668,7518
671,788
671,953
671,1219
671,1239
671,1520
671,2137
671,2186
671,2437
671,3086
671,4709
671,4994
671,5038
671,5342
671,5430
671,5579
671,5582
671,5835
671,5965
671,6150
671,6410
671,6411
671,6525
671,6567
671,7033
671,8204
671,8205
671,8580
671,9296
671,9395
671,9535
671,9743
671,10163
671,10220
671,10462
671,10531
671,10875
671,10951
671,11167
671,12635
671,12727
671,13196
671,13272
671,13326
671,13690
671,13786
671,14910
671,14957
671,15078
671,15237
671,15548
671,16035
671,16146
671,16412
671,16507
671,16610
671,16635
671,17217
671,17280
671,18886
671,19124
671,19146
671,19231
671,19601
671,19760
671,20273
671,20294
671,20338
671,20380
671,22031
671,22552
671,23097
671,23295
671,24045
671,24166
672,2785
672,3242
672,6206
672,8187
672,17722
672,22460
673,16022
677,909
677,2005
677,2366
677,3851
677,4067
677,4413
677,4418
677,4628
677,4669
677,5157
677,5795
677,5887
677,6691
677,6948
677,7737
677,7802
677,8002
677,8218
677,8297
677,9609
677,10520
677,11270
677,12320
677,12971
677,15059
677,15181
677,15284
677,15351
677,15839
677,16771
677,17042
677,17595
677,18777
677,19371
677,19581
677,19952
677,20140
677,20152
677,20369
677,21143
677,22104
677,22201
677,22694
677,23125
677,23408
677,23565
678,3766
678,7292
682,1626
682,4240
682,4793
682,5219
682,5741
682,6588
682,7111
682,7723
682,9087
682,11897
682,12810
682,12931
682,13758
682,14522
